threshold,macro_f1,micro_f1
0.56,0.3248313344926547,0.3782051282051282
0.57,0.32315859385712326,0.37540453074433655
0.58,0.327452545519496,0.3778501628664495
0.59,0.327452545519496,0.3778501628664495
0.6,0.329952545519496,0.3790849673202614
0.61,0.3309951267310851,0.380327868852459
0.62,0.3309951267310851,0.380327868852459
0.63,0.3105405812765396,0.37623762376237624
0.64,0.31212899636450603,0.3787375415282392
